target,clean_tweet
0,in 1933 in the middle of Great Depression FDR said all we have to fear is fear itself Today he would be ridiculed and called insensitive Sometimes leaders coaches mentors main job is to sell hope Without Hope we don t defeated Japan Germany no Hoosiers Miracle on Ice
0,Sounds bad But you still have it better because you still have more control over your life than someone on benefits Freedom matters Choice matters Being treated with respect matters None of those comes with a life on benefits and when there is no other option depression
0,sorry for not being on i was like having another emotional problem mostly cause of mom and depression kept me in bed
0,Im so stressed about money Honestly the thought of even being sent any money would make things a lil easier Im always been so broke its so much stress and depression My cashapp is vonhjii
0,I m just gonna take a depression nap before the impending doom of losing my job sets in
0,At least in 2019 we could still go to groove even in our depression now we re depressed AND at home in fear of a perilous disease
0,Healing Depression without Medication A Psychiatrist s Guide to Balancing Mind Body and Soul Jodie Skillicorn March 17 North Atlantic Books
0,Great depression is bound to come but the priority of every country is to minimize the transmission n deaths
0,he kisses back smiling into the kiss
0,Boukai cured my depression
0,Yes because a depression will cost more lives than the virus Also he said he hopes it will be
0,This is what depression looks like It has an innate ability to disguise itself In these times of isolation make sure you re checking in on each other BeKind COVID2019 pic twitter com Q95W9cWdOX
0,The closest precedent history provides us to compare how bad this can get is The Great Depression Do some homework look into just how bad it really was then look at how our current unemployment numbers are trending and get back to me about there being nothing back this up
0,realized i actually need a therapist after 7 8 years of bottling up emotions lol but i dont have a way of hiding sessions from my mom n although i d need them i dont want to take depression meds hate psychiatrists anyway i should start by not eating meals in 10 mins sharp
0,He nods can we go in a few hours or right now
0,I have anxiety and depression I constantly reflect on myself because I m a useless piece of shit and don t deserve love or respect I should just die Thanks for the reminder that my existence itself is a bad thing
0,There s depression and then there s DEPRESSION cause bruh Smh I just want my job back
